11.04.2023                                                                                                     Saída dinâmica de lista                                                                                                             1


		 Val/MoeACC	MdACC	Def.proj.	Material	  Qtd.entr.	Texto breve material	     Valor/MT	Elemento PEP	Data doc.	Usuário	Nº doc.	Itm	 Valor/MObj	Denominação	Entrado em	Nº doc.ref
		-5,58	BRL	B-0786103	2401006	-3	CONETOR CUNHA EST BR/VM	-5,58	B-0786103-SUPR	24.08.2020	EPC390578	1068866587		-5,58	DM para projeto	24.08.2020	4900567581
	*			B-0786103	2401006	         0	CONETOR CUNHA EST BR/VM	        0,00
		      6,13	BRL	B-0786103	2402002	         2	CARTUCHO VERMELHO FERRAMENTA AMPACT	        6,13	B-0786103-SUPR	27.06.2019	EPC467571	1062360964		      6,13	B0786103SUPR	27.06.2019	4900511070
		-6,14	BRL	B-0786103	2402002	-2	CARTUCHO VERMELHO FERRAMENTA AMPACT	-6,14	B-0786103-SUPR	24.08.2020	EPC390578	1068866587		-6,14	DM para projeto	24.08.2020	4900567581
		      0,01	BRL	B-0786103	2402002		CARTUCHO VERMELHO FERRAMENTA AMPACT	        0,01	B-0786103-SUPR	12.05.2022	CLB140490	1080190900		      0,01	Doctos Razão - Material	12.05.2022	100778997
	*			B-0786103	2402002	         0	CARTUCHO VERMELHO FERRAMENTA AMPACT	        0,00
		     14,10	BRL	B-0786103	2403000	         2	CONETOR ESTRB AL   IMP     2AWG/ 35MM2	       14,10	B-0786103-SUPR	27.06.2019	EPC467571	1062360964		     14,10	B0786103SUPR	27.06.2019	4900511070
		-14,10	BRL	B-0786103	2403000	-2	CONETOR ESTRB AL   IMP     2AWG/ 35MM2	-14,10	B-0786103-SUPR	24.08.2020	EPC390578	1068866587		-14,10	DM para projeto	24.08.2020	4900567581
	*			B-0786103	2403000	         0	CONETOR ESTRB AL   IMP     2AWG/ 35MM2	        0,00
		     20,64	BRL	B-0786103	2412001	         5	CONETOR PERF  16,0- 95,0/  4,0- 35,0	       20,64	B-0786103-SUPR	27.06.2019	EPC467571	1062360964		     20,64	B0786103SUPR	27.06.2019	4900511070
		-20,65	BRL	B-0786103	2412001	-5	CONETOR PERF  16,0- 95,0/  4,0- 35,0	-20,65	B-0786103-SUPR	19.08.2020	EPC390578	1068776654		-20,65	DM para projeto	19.08.2020	4900551632
		      0,01	BRL	B-0786103	2412001		CONETOR PERF  16,0- 95,0/  4,0- 35,0	        0,01	B-0786103-SUPR	12.05.2022	CLB140490	1080190893		      0,01	Doctos Razão - Material	12.05.2022	100778990
	*			B-0786103	2412001	         0	CONETOR PERF  16,0- 95,0/  4,0- 35,0	        0,00
		      2,25	BRL	B-0786103	2412003	         1	CONETOR PERF  10,0- 35,0/  1,5-  6,0	        2,25	B-0786103-SUPR	06.08.2019	EPC415509	1063014795		      2,25	B0786103SUPR	06.08.2019	4900639214
		-2,25	BRL	B-0786103	2412003	-1	CONETOR PERF  10,0- 35,0/  1,5-  6,0	-2,25	B-0786103-SUPR	19.08.2020	EPC390578	1068776654		-2,25	DM para projeto	19.08.2020	4900551632
	*			B-0786103	2412003	         0	CONETOR PERF  10,0- 35,0/  1,5-  6,0	        0,00
		     23,01	BRL	B-0786103	2414034	         3	CONETOR ATR  ACO 90º 35,0/HA 16,0MM	       23,01	B-0786103-SUPR	27.06.2019	EPC467571	1062360964		     23,01	B0786103SUPR	27.06.2019	4900511070
		-23,01	BRL	B-0786103	2414034	-3	CONETOR ATR  ACO 90º 35,0/HA 16,0MM	-23,01	B-0786103-SUPR	19.08.2020	EPC390578	1068776654		-23,01	DM para projeto	19.08.2020	4900551632
	*			B-0786103	2414034	         0	CONETOR ATR  ACO 90º 35,0/HA 16,0MM	        0,00
		     41,32	BRL	B-0786103	2415000	         2	GRAMPO LINHA VIVA BR   120/ 50	       41,32	B-0786103-SUPR	06.08.2019	EPC415509	1063014795		     41,32	B0786103SUPR	06.08.2019	4900639214
		-41,32	BRL	B-0786103	2415000	-2	GRAMPO LINHA VIVA BR   120/ 50	-41,32	B-0786103-SUPR	24.08.2020	EPC390578	1068866587		-41,32	DM para projeto	24.08.2020	4900567581
	*			B-0786103	2415000	         0	GRAMPO LINHA VIVA BR   120/ 50	        0,00
		      6,14	BRL	B-0786103	2660000	         1	FITA ISOLANTE -CLASSE A PT 1KV 19MM 10M	        6,14	B-0786103-SUPR	27.06.2019	EPC467571	1062360964		      6,14	B0786103SUPR	27.06.2019	4900511070
		-6,14	BRL	B-0786103	2660000	-1	FITA ISOLANTE -CLASSE A PT 1KV 19MM 10M	-6,14	B-0786103-SUPR	19.08.2020	EPC390578	1068776654		-6,14	DM para projeto	19.08.2020	4900551632
	*			B-0786103	2660000	         0	FITA ISOLANTE -CLASSE A PT 1KV 19MM 10M	        0,00
		      2,50	BRL	B-0786103	2660001	         1	FITA ISOLANTE -CLASSE A PT 750V 19MM 20M	        2,50	B-0786103-SUPR	27.06.2019	EPC467571	1062360964		      2,50	B0786103SUPR	27.06.2019	4900511070
		-2,50	BRL	B-0786103	2660001	-1	FITA ISOLANTE -CLASSE A PT 750V 19MM 20M	-2,50	B-0786103-SUPR	19.08.2020	EPC390578	1068776654		-2,50	DM para projeto	19.08.2020	4900551632
	*			B-0786103	2660001	         0	FITA ISOLANTE -CLASSE A PT 750V 19MM 20M	        0,00
		      5,20	BRL	B-0786103	2660002	         1	FITA ISOL PVC 19,0MM VERMELHA	        5,20	B-0786103-SUPR	27.06.2019	EPC467571	1062360964		      5,20	B0786103SUPR	27.06.2019	4900511070
		-5,20	BRL	B-0786103	2660002	-1	FITA ISOL PVC 19,0MM VERMELHA	-5,20	B-0786103-SUPR	19.08.2020	EPC390578	1068776654		-5,20	DM para projeto	19.08.2020	4900551632
	*			B-0786103	2660002	         0	FITA ISOL PVC 19,0MM VERMELHA	        0,00
		      5,23	BRL	B-0786103	2660003	         1	FITA ISOL PVC 19,0MM AZUL	        5,23	B-0786103-SUPR	27.06.2019	EPC467571	1062360964		      5,23	B0786103SUPR	27.06.2019	4900511070
		-5,23	BRL	B-0786103	2660003	-1	FITA ISOL PVC 19,0MM AZUL	-5,23	B-0786103-SUPR	20.08.2020	EPC390578	1068800298		-5,23	DM para projeto	20.08.2020	4900557028
	*			B-0786103	2660003	         0	FITA ISOL PVC 19,0MM AZUL	        0,00
		      5,14	BRL	B-0786103	2660005	         1	FITA ISOL PVC 19,0MM BRANCA	        5,14	B-0786103-SUPR	27.06.2019	EPC467571	1062360964		      5,14	B0786103SUPR	27.06.2019	4900511070
		-5,14	BRL	B-0786103	2660005	-1	FITA ISOL PVC 19,0MM BRANCA	-5,14	B-0786103-SUPR	18.08.2020	EPC532866	1068768459		-5,14	DM para projeto	18.08.2020	4900549963
	*			B-0786103	2660005	         0	FITA ISOL PVC 19,0MM BRANCA	        0,00
		     34,75	BRL	B-0786103	3410080	         6	MAO FRANCESA PLANA ACO  710MM	       34,75	B-0786103-SUPR	27.06.2019	EPC467571	1062360964		     34,75	B0786103SUPR	27.06.2019	4900511070
		-34,74	BRL	B-0786103	3410080	-6	MAO FRANCESA PLANA ACO  710MM	-34,74	B-0786103-SUPR	19.08.2020	EPC390578	1068776654		-34,74	DM para projeto	19.08.2020	4900551632
		-0,01	BRL	B-0786103	3410080		MAO FRANCESA PLANA ACO  710MM	-0,01	B-0786103-SUPR	12.05.2022	CLB140490	1080190903		-0,01	Doctos Razão - Material	12.05.2022	100779000
	*			B-0786103	3410080	         0	MAO FRANCESA PLANA ACO  710MM	        0,00
		      7,54	BRL	B-0786103	3417025	         1	ARMACAO SECUN ACO CARB 1 ESTR.150X 110MM	        7,54	B-0786103-SUPR	27.06.2019	EPC467571	1062360964		      7,54	B0786103SUPR	27.06.2019	4900511070
		-7,54	BRL	B-0786103	3417025	-1	ARMACAO SECUN ACO CARB 1 ESTR.150X 110MM	-7,54	B-0786103-SUPR	19.08.2020	EPC390578	1068776654		-7,54	DM para projeto	19.08.2020	4900551632
	*			B-0786103	3417025	         0	ARMACAO SECUN ACO CARB 1 ESTR.150X 110MM	        0,00
		     14,33	BRL	B-0786103	3417035	         1	ARMACAO SECUN ACO CARB 2 ESTR 350X 310MM	       14,33	B-0786103-SUPR	27.06.2019	EPC467571	1062360964		     14,33	B0786103SUPR	27.06.2019	4900511070
		-14,33	BRL	B-0786103	3417035	-1	ARMACAO SECUN ACO CARB 2 ESTR 350X 310MM	-14,33	B-0786103-SUPR	18.08.2020	EPC390578	1068758597		-14,33	DM para projeto	18.08.2020	4900547274
	*			B-0786103	3417035	         0	ARMACAO SECUN ACO CARB 2 ESTR 350X 310MM	        0,00
		     34,59	BRL	B-0786103	3428220	         4	PINO ISOLADOR RETO NORMAL ACO 15,0KV.	       34,59	B-0786103-SUPR	27.06.2019	EPC467571	1062360964		     34,59	B0786103SUPR	27.06.2019	4900511070
		-34,60	BRL	B-0786103	3428220	-4	PINO ISOLADOR RETO NORMAL ACO 15,0KV.	-34,60	B-0786103-SUPR	24.08.2020	EPC390578	1068866587		-34,60	DM para projeto	24.08.2020	4900567581
		      0,01	BRL	B-0786103	3428220		PINO ISOLADOR RETO NORMAL ACO 15,0KV.	        0,01	B-0786103-SUPR	12.05.2022	CLB140490	1080190899		      0,01	Doctos Razão - Material	12.05.2022	100778996
	*			B-0786103	3428220	         0	PINO ISOLADOR RETO NORMAL ACO 15,0KV.	        0,00
		      1,49	BRL	B-0786103	3430530	         2	ALCA PREF SERV CONC COBRE 1X6+1X6 MM2	        1,49	B-0786103-SUPR	27.06.2019	EPC467571	1062360964		      1,49	B0786103SUPR	27.06.2019	4900511070
		-1,50	BRL	B-0786103	3430530	-2	ALCA PREF SERV CONC COBRE 1X6+1X6 MM2	-1,50	B-0786103-SUPR	19.08.2020	EPC390578	1068776654		-1,50	DM para projeto	19.08.2020	4900551632
		      0,01	BRL	B-0786103	3430530		ALCA PREF SERV CONC COBRE 1X6+1X6 MM2	        0,01	B-0786103-SUPR	12.05.2022	CLB140490	1080190895		      0,01	Doctos Razão - Material	12.05.2022	100778992
	*			B-0786103	3430530	         0	ALCA PREF SERV CONC COBRE 1X6+1X6 MM2	        0,00
		      2,94	BRL	B-0786103	3461100	         1	ELETRODUTO PVC ROSQ     1/2"	        2,94	B-0786103-SUPR	06.08.2019	EPC415509	1063014795		      2,94	B0786103SUPR	06.08.2019	4900639214
		-2,94	BRL	B-0786103	3461100	-1	ELETRODUTO PVC ROSQ     1/2"	-2,94	B-0786103-SUPR	18.08.2020	EPC390578	1068765473		-2,94	DM para projeto	18.08.2020	4900550082
	*			B-0786103	3461100	         0	ELETRODUTO PVC ROSQ     1/2"	        0,00
		     99,62	BRL	B-0786103	3470070	         3	HASTE TERRA COBRE 16X2400MM	       99,62	B-0786103-SUPR	27.06.2019	EPC467571	1062360964		     99,62	B0786103SUPR	27.06.2019	4900511070
		-99,63	BRL	B-0786103	3470070	-3	HASTE TERRA COBRE 16X2400MM	-99,63	B-0786103-SUPR	18.08.2020	EPC532866	1068768459		-99,63	DM para projeto	18.08.2020	4900549963
		      0,01	BRL	B-0786103	3470070		HASTE TERRA COBRE 16X2400MM	        0,01	B-0786103-SUPR	12.05.2022	CLB140490	1080190896		      0,01	Doctos Razão - Material	12.05.2022	100778993
	*			B-0786103	3470070	         0	HASTE TERRA COBRE 16X2400MM	        0,00
		      8,31	BRL	B-0786103	3480285	         6	PARAFUSO CAB QUAD ACO  12X125	        8,31	B-0786103-SUPR	27.06.2019	EPC467571	1062360964		      8,31	B0786103SUPR	27.06.2019	4900511070
		-8,34	BRL	B-0786103	3480285	-6	PARAFUSO CAB QUAD ACO  12X125	-8,34	B-0786103-SUPR	18.08.2020	EPC390578	1068758597		-8,34	DM para projeto	18.08.2020	4900547274
		      0,03	BRL	B-0786103	3480285		PARAFUSO CAB QUAD ACO  12X125	        0,03	B-0786103-SUPR	12.05.2022	CLB140490	1080190891		      0,03	Doctos Razão - Material	12.05.2022	100778988
	*			B-0786103	3480285	         0	PARAFUSO CAB QUAD ACO  12X125	        0,00
		      2,85	BRL	B-0786103	3480305	         1	PARAFUSO CAB QUAD ACO  16X 200	        2,85	B-0786103-SUPR	27.06.2019	EPC467571	1062360964		      2,85	B0786103SUPR	27.06.2019	4900511070
		-2,85	BRL	B-0786103	3480305	-1	PARAFUSO CAB QUAD ACO  16X 200	-2,85	B-0786103-SUPR	18.08.2020	EPC390578	1068765473		-2,85	DM para projeto	18.08.2020	4900550082
	*			B-0786103	3480305	         0	PARAFUSO CAB QUAD ACO  16X 200	        0,00
		     24,57	BRL	B-0786103	3480310	         7	PARAFUSO CAB QUAD ACO  16X 250	       24,57	B-0786103-SUPR	27.06.2019	EPC467571	1062360964		     24,57	B0786103SUPR	27.06.2019	4900511070
		-24,57	BRL	B-0786103	3480310	-7	PARAFUSO CAB QUAD ACO  16X 250	-24,57	B-0786103-SUPR	19.08.2020	EPC390578	1068776654		-24,57	DM para projeto	19.08.2020	4900551632
	*			B-0786103	3480310	         0	PARAFUSO CAB QUAD ACO  16X 250	        0,00
		      7,32	BRL	B-0786103	3480315	         2	PARAFUSO CAB QUAD ACO  16X 300	        7,32	B-0786103-SUPR	27.06.2019	EPC467571	1062360964		      7,32	B0786103SUPR	27.06.2019	4900511070
		-7,32	BRL	B-0786103	3480315	-2	PARAFUSO CAB QUAD ACO  16X 300	-7,32	B-0786103-SUPR	18.08.2020	EPC390578	1068758597		-7,32	DM para projeto	18.08.2020	4900547274
	*			B-0786103	3480315	         0	PARAFUSO CAB QUAD ACO  16X 300	        0,00
		     14,71	BRL	B-0786103	3480325	         3	PARAFUSO CAB QUAD ACO  16X 400	       14,71	B-0786103-SUPR	27.06.2019	EPC467571	1062360964		     14,71	B0786103SUPR	27.06.2019	4900511070
		-14,70	BRL	B-0786103	3480325	-3	PARAFUSO CAB QUAD ACO  16X 400	-14,70	B-0786103-SUPR	19.08.2020	EPC390578	1068776654		-14,70	DM para projeto	19.08.2020	4900551632
		-0,01	BRL	B-0786103	3480325		PARAFUSO CAB QUAD ACO  16X 400	-0,01	B-0786103-SUPR	12.05.2022	CLB140490	1080190902		-0,01	Doctos Razão - Material	12.05.2022	100778999
	*			B-0786103	3480325	         0	PARAFUSO CAB QUAD ACO  16X 400	        0,00
		      1,61	BRL	B-0786103	3490080	         4	PORCA QUAD SAE1020 MG     M16	        1,61	B-0786103-SUPR	27.06.2019	EPC467571	1062360964		      1,61	B0786103SUPR	27.06.2019	4900511070
		-1,60	BRL	B-0786103	3490080	-4	PORCA QUAD SAE1020 MG     M16	-1,60	B-0786103-SUPR	24.08.2020	EPC390578	1068866587		-1,60	DM para projeto	24.08.2020	4900567581
		-0,01	BRL	B-0786103	3490080		PORCA QUAD SAE1020 MG     M16	-0,01	B-0786103-SUPR	12.05.2022	CLB140490	1080190901		-0,01	Doctos Razão - Material	12.05.2022	100778998
	*			B-0786103	3490080	         0	PORCA QUAD SAE1020 MG     M16	        0,00
		      6,01	BRL	B-0786103	3493315	        18	ARRUELA LIS QUAD SAE1020 M18	        6,01	B-0786103-SUPR	27.06.2019	EPC467571	1062360964		      6,01	B0786103SUPR	27.06.2019	4900511070
		-5,94	BRL	B-0786103	3493315	-18	ARRUELA LIS QUAD SAE1020 M18	-5,94	B-0786103-SUPR	19.08.2020	EPC390578	1068776654		-5,94	DM para projeto	19.08.2020	4900551632
		-0,07	BRL	B-0786103	3493315		ARRUELA LIS QUAD SAE1020 M18	-0,07	B-0786103-SUPR	12.05.2022	CLB140490	1080190906		-0,07	Doctos Razão - Material	12.05.2022	100779003
	*			B-0786103	3493315	         0	ARRUELA LIS QUAD SAE1020 M18	        0,00
		      2,06	BRL	B-0786103	3493325	         6	ARRUELA QUAD ACO  38 F14,00	        2,06	B-0786103-SUPR	27.06.2019	EPC467571	1062360964		      2,06	B0786103SUPR	27.06.2019	4900511070
		-2,04	BRL	B-0786103	3493325	-6	ARRUELA QUAD ACO  38 F14,00	-2,04	B-0786103-SUPR	19.08.2020	EPC390578	1068776654		-2,04	DM para projeto	19.08.2020	4900551632
		-0,02	BRL	B-0786103	3493325		ARRUELA QUAD ACO  38 F14,00	-0,02	B-0786103-SUPR	12.05.2022	CLB140490	1080190905		-0,02	Doctos Razão - Material	12.05.2022	100779002
	*			B-0786103	3493325	         0	ARRUELA QUAD ACO  38 F14,00	        0,00
		      2,61	BRL	B-0786103	4404015	     0,500	ARAME ACO ZINCADO 12 BWG	        2,61	B-0786103-SUPR	27.06.2019	EPC467571	1062360964		      2,61	B0786103SUPR	27.06.2019	4900511070
		-2,61	BRL	B-0786103	4404015	-0,500	ARAME ACO ZINCADO 12 BWG	-2,61	B-0786103-SUPR	19.08.2020	EPC390578	1068776654		-2,61	DM para projeto	19.08.2020	4900551632
	*			B-0786103	4404015	     0,000	ARAME ACO ZINCADO 12 BWG	        0,00
		      3,62	BRL	B-0786103	7511022	         1	PLACA INDICATIVA LOCALIZACAO EQUIP AL	        3,62	B-0786103-SUPR	27.06.2019	EPC467571	1062360969		      3,62	SM para projeto	27.06.2019	4900511074
		-3,62	BRL	B-0786103	7511022	-1	PLACA INDICATIVA LOCALIZACAO EQUIP AL	-3,62	B-0786103-SUPR	19.08.2020	EPC390578	1068776654		-3,62	DM para projeto	19.08.2020	4900551632
	*			B-0786103	7511022	         0	PLACA INDICATIVA LOCALIZACAO EQUIP AL	        0,00

	**			B-0786103		         0		        0,00
						     0,000
						     0,000

		  2.181,94	BRL	B-0808522	0210422	         1	TRAFO 1FF 10KVA 13,8KV 220V 5T MI	    2.181,94	B-0808522-SUPR	08.08.2019	AMA299551	1063044223		  2.181,94	B0808522SUPR	08.08.2019	4900644040
	*			B-0808522	0210422	         1	TRAFO 1FF 10KVA 13,8KV 220V 5T MI	    2.181,94
		  2.136,28	BRL	B-0808522	0210429	         1	TRAFO 1FF 10KVA 13,8KV 127V 5T MI	    2.136,28	B-0808522-SUPR	08.06.2020	AMA094543	1067722077		  2.136,28	SM para projeto	08.06.2020	4900366223
	*			B-0808522	0210429	         1	TRAFO 1FF 10KVA 13,8KV 127V 5T MI	    2.136,28
		  4.912,73	BRL	B-0808522	0211190	         2	TRAFO 1FF 10KVA 34,5KV 220V 3T MI	    4.912,73	B-0808522-SUPR	08.06.2020	AMA094543	1067722077		  4.912,73	SM para projeto	08.06.2020	4900366223
		-2.456,37	BRL	B-0808522	0211190	-1	TRAFO 1FF 10KVA 34,5KV 220V 3T MI	-2.456,37	B-0808522-SUPR	19.08.2020	AMA866598	1068781871		-2.456,37	JOGO COM A RESERRVA 9931525	19.08.2020	4900552726
		  5.129,80	BRL	B-0808522	0211190	         2	TRAFO 1FF 10KVA 34,5KV 220V 3T MI	    5.129,80	B-0808522-SUPR	17.10.2020	CLB155407	1069698728		  5.129,80	SM para projeto	17.10.2020	4900702607
	*			B-0808522	0211190	         3	TRAFO 1FF 10KVA 34,5KV 220V 3T MI	    7.586,16
		  2.485,06	BRL	B-0808522	0211191	         1	TRAFO 1FF 10KVA 34,5KV 127V 3T MI	    2.485,06	B-0808522-SUPR	19.05.2020	AMA866598	1067423087		  2.485,06	SM para projeto	19.05.2020	4900318922
		-2.485,06	BRL	B-0808522	0211191	-1	TRAFO 1FF 10KVA 34,5KV 127V 3T MI	-2.485,06	B-0808522-SUPR	13.08.2020	AMA227559	1068695300		-2.485,06	DM para projeto	13.08.2020	4900534228
	*			B-0808522	0211191	         0	TRAFO 1FF 10KVA 34,5KV 127V 3T MI	        0,00
		    246,10	BRL	B-0808522	0400025	         2	PARA-RAIOS RD  12,00KV  10KA	      246,10	B-0808522-SUPR	08.08.2019	AMA299551	1063044228		    246,10	B0808522SUPR	08.08.2019	4900644044
		    741,43	BRL	B-0808522	0400025	         6	PARA-RAIOS RD  12,00KV  10KA	      741,43	B-0808522-SUPR	25.05.2020	AMA094543	1067539995		    741,43	JOGO COM 9757438	25.05.2020	4900336895
		 20.538,54	BRL	B-0808522	0400025	       166	PARA-RAIOS RD  12,00KV  10KA	   20.538,54	B-0808522-SUPR	23.05.2020	AMA713570	1067496484		 20.538,54	JOGO COM 9750513	23.05.2020	4900331467
		    373,41	BRL	B-0808522	0400025	         3	PARA-RAIOS RD  12,00KV  10KA	      373,41	B-0808522-SUPR	15.05.2020	AMA094543	1067370042		    373,41	JOGO COM RESERVA: 9732426	15.05.2020	4900310476
		    497,61	BRL	B-0808522	0400025	         4	PARA-RAIOS RD  12,00KV  10KA	      497,61	B-0808522-SUPR	15.05.2020	AMA866598	1067375134		    497,61	JOGO COM 9717885	15.05.2020	4900311448
		  1.852,76	BRL	B-0808522	0400025	        15	PARA-RAIOS RD  12,00KV  10KA	    1.852,76	B-0808522-SUPR	05.06.2020	AMA094543	1067721293		  1.852,76	SM para projeto	05.06.2020	4900365319
	*			B-0808522	0400025	       196	PARA-RAIOS RD  12,00KV  10KA	   24.249,85
		    462,19	BRL	B-0808522	0401024	         2	PARA-RAIOS RD    33,00KV  10KA	      462,19	B-0808522-SUPR	14.05.2020	AMA866598	1067362391		    462,19	SM para projeto	14.05.2020	4900309295
		  2.310,77	BRL	B-0808522	0401024	        10	PARA-RAIOS RD    33,00KV  10KA	    2.310,77	B-0808522-SUPR	23.05.2020	AMA713570	1067496484		  2.310,77	SM para projeto	23.05.2020	4900331467
		    924,38	BRL	B-0808522	0401024	         4	PARA-RAIOS RD    33,00KV  10KA	      924,38	B-0808522-SUPR	19.05.2020	AMA866598	1067423087		    924,38	SM para projeto	19.05.2020	4900318922
		  3.230,35	BRL	B-0808522	0401024	        14	PARA-RAIOS RD    33,00KV  10KA	    3.230,35	B-0808522-SUPR	05.06.2020	AMA094543	1067721293		  3.230,35	SM para projeto	05.06.2020	4900365319
		  3.228,81	BRL	B-0808522	0401024	        14	PARA-RAIOS RD    33,00KV  10KA	    3.228,81	B-0808522-SUPR	22.06.2020	AMA094543	1067886758		  3.228,81	JOGO COM RESERVA: 9815959	22.06.2020	4900400192
		    922,45	BRL	B-0808522	0401024	         4	PARA-RAIOS RD    33,00KV  10KA	      922,45	B-0808522-SUPR	25.06.2020	AMA094543	1067929906		    922,45	JG 9818203	25.06.2020	4900407688
		    461,23	BRL	B-0808522	0401024	         2	PARA-RAIOS RD    33,00KV  10KA	      461,23	B-0808522-SUPR	23.06.2020	AMA094543	1067897896		    461,23	JOGO COM 9817915	23.06.2020	4900403343
	*			B-0808522	0401024	        50	PARA-RAIOS RD    33,00KV  10KA	   11.540,18
		    590,35	BRL	B-0808522	0530010	         4	CHAVE FUS DIST C   15KV 100A 7,1KA	      590,35	B-0808522-SUPR	06.11.2019	AMA299551	1064546864		    590,35	B0808522SUPR	06.11.2019	4900923934
		  1.472,06	BRL	B-0808522	0530010	        10	CHAVE FUS DIST C   15KV 100A 7,1KA	    1.472,06	B-0808522-SUPR	25.05.2020	AMA094543	1067539995		  1.472,06	SM para projeto	25.05.2020	4900336895
		    147,28	BRL	B-0808522	0530010	         1	CHAVE FUS DIST C   15KV 100A 7,1KA	      147,28	B-0808522-SUPR	23.05.2020	AMA713570	1067496484		    147,28	SM para projeto	23.05.2020	4900331467
		    296,53	BRL	B-0808522	0530010	         2	CHAVE FUS DIST C   15KV 100A 7,1KA	      296,53	B-0808522-SUPR	05.06.2020	AMA094543	1067721293		    296,53	SM para projeto	05.06.2020	4900365319
		    148,34	BRL	B-0808522	0530010	         1	CHAVE FUS DIST C   15KV 100A 7,1KA	      148,34	B-0808522-SUPR	22.06.2020	AMA094543	1067888584		    148,34	SM para projeto	22.06.2020	4900400644
	*			B-0808522	0530010	        18	CHAVE FUS DIST C   15KV 100A 7,1KA	    2.654,56
		    708,72	BRL	B-0808522	0531005	         4	CH FUS DIST C 34,5KV 300A 3,5KA	      708,72	B-0808522-SUPR	14.05.2020	AMA866598	1067362391		    708,72	SM para projeto	14.05.2020	4900309295
		  1.101,74	BRL	B-0808522	0531005	         6	CH FUS DIST C 34,5KV 300A 3,5KA	    1.101,74	B-0808522-SUPR	23.05.2020	AMA713570	1067496484		  1.101,74	SM para projeto	23.05.2020	4900331467
		    357,67	BRL	B-0808522	0531005	         2	CH FUS DIST C 34,5KV 300A 3,5KA	      357,67	B-0808522-SUPR	19.05.2020	AMA866598	1067423087		    357,67	SM para projeto	19.05.2020	4900318922
		-357,68	BRL	B-0808522	0531005	-2	CH FUS DIST C 34,5KV 300A 3,5KA	-357,68	B-0808522-SUPR	22.06.2020	AMA866598	1067886177		-357,68	jg 9805655	22.06.2020	4900400807
		  1.981,62	BRL	B-0808522	0531005	        10	CH FUS DIST C 34,5KV 300A 3,5KA	    1.981,62	B-0808522-SUPR	22.06.2020	AMA094543	1067886758		  1.981,62	SM para projeto	22.06.2020	4900400192
	*			B-0808522	0531005	        20	CH FUS DIST C 34,5KV 300A 3,5KA	    3.792,07
		    113,24	BRL	B-0808522	0536137	        31	ELO FUSIVEL  15,0/36,2KV  1H PRATA (FP)	      113,24	B-0808522-SUPR	23.05.2020	AMA713570	1067496484		    113,24	SM para projeto	23.05.2020	4900331467
		-43,80	BRL	B-0808522	0536137	-12	ELO FUSIVEL  15,0/36,2KV  1H PRATA (FP)	-43,80	B-0808522-SUPR	22.06.2020	AMA866598	1067886147		-43,80	DM para projeto	22.06.2020	4900400317
		-7,30	BRL	B-0808522	0536137	-2	ELO FUSIVEL  15,0/36,2KV  1H PRATA (FP)	-7,30	B-0808522-SUPR	19.06.2020	AMA094543	1067874174		-7,30	JOGO COM RESERVA: 9809972	19.06.2020	4900397419
	*			B-0808522	0536137	        17	ELO FUSIVEL  15,0/36,2KV  1H PRATA (FP)	       62,14
		     15,11	BRL	B-0808522	0536138	         4	ELO FUSIVEL 15,0/36,2KV 2H  PRATA (FP)	       15,11	B-0808522-SUPR	23.05.2020	AMA713570	1067496484		     15,11	SM para projeto	23.05.2020	4900331467
